text,label
You have WON a guaranteed $1000 cash or a $2000 prize.To claim yr prize call our customer service representative on 08714712413,phishing sms
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,phishing sms
Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 8536074310 Your Paytm A/C will block within 24hr Thank you.,phishing sms
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,phishing sms
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,phishing sms
"Please call our customer service representative on 7679046492 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.7,00,000. FL1PKART TEAM",phishing sms
FREE entry into our $250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,phishing sms
URGENT! We are trying to contact U. Todays draw shows that you have won a $800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,phishing sms
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,phishing sms
URGENT: UKGOV has issued a payment of 458 GBP to all residents as part of its promise to battle COVID 19.  TAP here blog/list/searchs:/uk-covid-19.webredirect.org/to apply,phishing sms
Promotion Number: 8714714 - UR awarded a City Break and  a $200 Summer Shopping spree. 08718738034,phishing sms
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,phishing sms
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or $1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",phishing sms
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,phishing sms
"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",phishing sms
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458,phishing sms
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",phishing sms
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",phishing sms
"You are a $1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",phishing sms
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,phishing sms
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,phishing sms
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,phishing sms
WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 6299257179,phishing sms
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a $1000 prize! Txt word: COLLECT to No: 83355!",phishing sms
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",phishing sms
"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 7679046492 to claim",phishing sms
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to search://gotbabes.co.uk. No subscriptions.,phishing sms
"Dear V0DAF0NE Customer,You are a W1NNER of Rs. 1,00,000 Guaranteed Prize, this is our Final attempt to contact you! To Claim Call 6299257179 Now!",phishing sms
"Last Chance! Claim ur $150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. $3.00 Sub. 16",phishing sms
Promotion Number: 8714714 - UR awarded a City Break and could WIN a $200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 $1.50perWKsub,phishing sms
200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,phishing sms
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,phishing sms
"449050000301 You have won a $2,000 price! To claim, call 09050000301.",phishing sms
Camera - You are awarded a SiPix Digital Camera! call 09061221065 fromm landline. Delivery within 8 days,phishing sms
"URGENT! You have won a 1 week FREE membership in our $100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",phishing sms
"Please call our customer service representative on 7679046492 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.7,00,000. FL1PKART TEAM",phishing sms
Please CALL 08712402972 right away as there is an urgent message waiting for you,phishing sms
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to blog://www.wtlp.co.uk/text. Ts&Cs apply.",phishing sms
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",phishing sms
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,phishing sms
YOU HAVE WON! As a valued Simmons-Molina customer our computer has picked YOU to win a $550 prize. To collect Just call 09061743389,phishing sms
You have an important customer service announcement. Call FREEPHONE 0800 542 0826 now!,phishing sms
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",phishing sms
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,phishing sms
You are awarded a SiPix Digital Camera! call 09061221068 fromm landline. Delivery within 10 days.,phishing sms
"Loan for any purpose $500 - $75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",phishing sms
"Your K.Y.C has been changed successfully, you will get 1205 cashback in your wallet, To get cashback tap here Link app/app/explore://8629a7f1.ngrok.io",phishing sms
You have won a guaranteed $200 award or even $1000 cashto claim UR award call free on 08000407166 (18+) 2 stop getstop on 88333 PHP,phishing sms
U are subscribed to the best Mobile Content Service in the UK for $3 per ten days until you send STOP to 83435. Helpline 08706091795.,phishing sms
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,phishing sms
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,phishing sms
URGENT! Your Mobile number has been awarded with a $2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,phishing sms
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or $250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,phishing sms
URGENT! We are trying to contact U Todays draw shows that you have won a $800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,phishing sms
WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7908807538,phishing sms
(6171-M) RMO.00 AEON MY Rs. 4399 was charged on your card num**97 at LAZO-KLIA2 on 19/10/2016. Call 0327884425 if you did NOT perform this  TXN code356931,phishing sms
"WELL DONE! Your 4* Costa Del Sol Holiday or $5000 await collection. Call 09050090033 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost$1.50/pm, Max10mins",phishing sms
Urgent! Please call 09061213237 from landline. $5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,phishing sms
<Forwarded from 448712404000>Please CALL 08712404000 ASAP as there is an urgent message waiting for you.,phishing sms
"Your iPhone ID is due to expire today, Please tap tags/searchs://is.gd/AppVerify to verify and prevent loss of services and Apps.",phishing sms
"complimentary 4 STAR Ibiza Holiday or $10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",phishing sms
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",phishing sms
"URGENT! Your Mobile No 07808726822 was awarded a $2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",phishing sms
You have WON a guaranteed $1000 cash or a $2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,phishing sms
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or $10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",phishing sms
"Nationwide has noticed your debit card was recently used on 25-10-2015 13.04.43, at APPLE ONLINE STORE for 1976.00 GBP. If not you please urgently call fraud preventaion on 03303800232 or intl +443303800231. Do not reply by SMS posts/categories://www.Nationwide.co.uk/",phishing sms
! Had your mobile 11mths+? You are entitled to verify to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,phishing sms
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",phishing sms
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,phishing sms
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a $1500 Bonus Prize, call 09066368470",phishing sms
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,phishing sms
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,phishing sms
"Dear Customer Your order of 42.84 Euro has been approved if you didnt purchased anything or it you believe an unauthorized person has accessed your banking, please access the link below category/tag:/95.141.32.7:81/orders.aspx",phishing sms
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,phishing sms
URGENT! This is the 2nd attempt to contact U!U have WON $1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max$7. 50,phishing sms
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382,phishing sms
Camera - You are awarded a SiPix Digital Camera! call 09061221067 fromm landline. Delivery within 28 days.,phishing sms
"URGENT! You have won a 1 week FREE membership in our $100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",phishing sms
Your SAM registration has been received! Click here to complete the process search/wp-content:/rghst.us/xRI2284 Reply STOP 2 opt out of future texts,phishing sms
Please call our customer service representative on FREEPHONE 0808 145 4743 between 9am-11pm as you have WON a guaranteed $2000 cash or $6000 prize!,phishing sms
"""For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk""",phishing sms
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,phishing sms
Hey I am really * want to chat or see me  text to 08718738034,phishing sms
We have recalculated your vehicle tax. You are owed 48.84 due to over payment.Click the secure link explore:// 103.208.86.96 to claim your refund.,phishing sms
WINNER!! As a valued network customer you have been selected to receivea $900 prize reward! To claim call 09061701462. Claim code KL345.,phishing sms
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7044518857 Now!",phishing sms
"URGENT! You have won a 1 week FREE membership in our $100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",phishing sms
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed $1000 cash or $5000 prize!,phishing sms
Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,phishing sms
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over $1million to give away ! ppt150x3+normal text rate box403 w1t1jy,phishing sms
"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 7679046492 to claim",phishing sms
"URGENT! You have won a 1 week FREE membership in our $100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",phishing sms
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,phishing sms
URGENT This is our 2nd attempt to contact U. Your $900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702894,phishing sms
"Dear customer, Due to BVN system upgrade your ATM CARD has been De-activated, to re-activate, kindly call customer care on 08065635084 for help.",phishing sms
"Loan for any purpose $500 - $75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956668",phishing sms
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a $1500 Bonus Prize, call 09066368470",phishing sms
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",phishing sms
"Please call our customer service representative on 6200992462 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.8,00,000 FL1PKART TEAM",phishing sms
"You have won ?2,000 cash or a ?5,000 prize! To claim, call09050000337",phishing sms
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,phishing sms
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,phishing sms
You have 1 new message. Please call 08715205273,phishing sms
"Todays Lee, Farley and Johnston numbers ending 9167 are selected to receive a Rs.2,00,000 award. If you have a match please call 7044518857 quoting claim code 5001 standard rates apply",phishing sms
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,phishing sms
200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,phishing sms
"URGENT!: Your Mobile No. was awarded a $2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",phishing sms
Natalja (25/F) is inviting you to be her friend. Call 08718738034,phishing sms
"Todays Conley-Lucero numbers ending 7148 are selected to receive a Rs.2,00,000 award. If you have a match please call 7679046492 quoting claim code 7834 standard rates apply",phishing sms
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,phishing sms
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE!",phishing sms
"THIS MOBILE NUMBER HAS GAINED THE SUM US$450,000.00 FROM MML/REF#1001, FOR DETAIL SEND YOUR NAME, ADDRESS AND NUMBER TO EMAIL MEGARESULT@USA.COM",phishing sms
"Dear customer your PAY2TMKYC has been expired, Its will be bl0cked within 24 hour, please contact customer! Care ph 7908807538 now to verify",phishing sms
"Dear V0DAF0NE Customer,You are a W1NNER of Rs. 1,00,000 Guaranteed Prize, this is our Final attempt to contact you! To Claim Call 6299257179 Now!",phishing sms
You have been randomly selected for a BestBuy gift. Get your $1000 gift card at www.bestbuy.com.your-a-winner.net/?id-ichrfcycylck,phishing sms
"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.5,00,000 prize GUARANTEED. Call 7044518857. Claim Code FLIP82. Valid 12hrs only.",phishing sms
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p$3.99,phishing sms
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,phishing sms
"Pvt Finance arranged on cheque basics 4 Business Peoples, Traders, Stockists, Industries & corporate comp, P.M turn over 20L. Cnt-9840139557",phishing sms
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,phishing sms
Win a $1000 cash prize or a prize worth $5000,phishing sms
URGENT! We are trying to contact U. Todays draw shows that you have won a $800 prize GUARANTEED. Call 09050003092 from land line. Claim C52. Valid 12hrs only,phishing sms
You have 1 new voicemail. Please call 08719181503,phishing sms
U have WoN $100 of  Gift Vouchers week starting NOW  call now 08718738034,phishing sms
Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,phishing sms
PRIVATE! Your 2004 Account Statement for 07742676564 shows 786 unredeemed Bonus Points. To claim call 08719180249 Identifier Code: 45239 Expires,phishing sms
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or $1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",phishing sms
Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,phishing sms
You have 1 new message. Please call 08712400200.,phishing sms
We have identified some unusual activity on your online banking. Please log in via the secure link app:owly/nPyL308KyWG to avoid account suspension,phishing sms
Call FREEPHONE 0800 542 0578 now!,phishing sms
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or $1000. To claim txt DIS to 87121 18+6*$1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",phishing sms
"You've won tkts to the EURO2004 CUP FINAL or $800 CASH, to collect CALL 09058099802",phishing sms
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",phishing sms
WIN URGENT! Your mobile number has been awarded with a $2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,phishing sms
"Nationwide has noticed your debit card was recently used on 29-11-2016 15:04:43, at APPLE ONLINE STORE for 1267.00 GBP If not you please urgently call fraud prevention on 03303800231 or Int +443303800231. Do not reply by SMS tag/main://www.Nationwide.co.uk",phishing sms
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a $2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",phishing sms
"Last Chance! Claim ur $150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. $3.00 Sub. 16",phishing sms
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",phishing sms
"Todays Miller-Klein numbers ending 7148 are selected to receive a Rs.2,00,000 award. If you have a match please call 7679046492 quoting claim code 7834 standard rates apply",phishing sms
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,phishing sms
Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 8536074310,phishing sms
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost$3.75max,phishing sms
URGENT We are trying to contact you Last weekends draw shows u have won a $1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,phishing sms
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18call 08718728876",phishing sms
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,phishing sms
PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,phishing sms
You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,phishing sms
You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 12 days.,phishing sms
"Dear customer, Due to BVN system upgrade, your ATM CARD has been de-activated by CBN. To re-activate call customer care 08167340838 for help.",phishing sms
You have 1 new voicemail. Please call 08719181503,phishing sms
Camera - You are awarded a SiPix Digital Camera! call 09061221065 fromm landline. Delivery within 8 days,phishing sms
YOU ARE CHOSEN TO RECEIVE A $350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,phishing sms
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,phishing sms
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",phishing sms
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE texReply or Call 08000930705,phishing sms
Camera - You are awarded a SiPix Digital Camera! call 09061221065 fromm landline. Delivery within 8 days,phishing sms
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a $2000 Bonus Prize, call 09066364529",phishing sms
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,phishing sms
"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 6299257179 to claim",phishing sms
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",phishing sms
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",phishing sms
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",phishing sms
"Dear PAYTM customer your paytm KYC has been suspended, paytm office PH 6291628992 Account will block within 24 hour. Thank you. PAYTM TEAM",phishing sms
<Forwarded from 448712404000>Please CALL 08712404000 now as there is an urgent message waiting for you.,phishing sms
"Please call our customer service representative on 7044518857 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.5,00,000. FL1PKART TEAM",phishing sms
"Please call our customer service representative on 6299257179 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.5,00,000 FL1PKART TEAM",phishing sms
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,phishing sms
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7908807538 Now!",phishing sms
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of$2000 CASH 18+only. To opt out txt X to 07786200117,phishing sms
Congratulations ur awarded either $500 of CD gift vouchers & Free entry 2 our $100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com,phishing sms
"Congrats 2 mobile 3G Videophones R yours. call 09063458120 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl.",phishing sms
Johnson-Rollins Alert 137943. Please follow categories/tags/main://bit.do/cgjK-and re-activate,phishing sms
YOU HAVE WON! As a valued Powell-Francis customer our computer has picked YOU to win a $150 prize. To collect is easy. Just call 09061743386,phishing sms
"DUETO THE CENTRAL BANK DIRECTIVE WITH REGARDS TO BVN UPDATE,YOUR ATM CARD HAS BEEN DE-ACTIVATED,TO RE-ACTIVATE CALL CUSTOMER CARE ON 08125000070",phishing sms
"Please call our customer service representative on FREEPHONE 0808 145 5645 between 9am-11pm as you have WON a guaranteed INR 5,00,000 cash  prize!",phishing sms
"WINNER!7827156256 is chosen for $2500 CASH prize, call+38977148576 now",phishing sms
(6171-M) RMO.00 AEON MY Rs. 4399 was charged on your card num**97 at LAZO-KLIA2 on 19/10/2016. Call 0327884425 if you did NOT perform this  TXN code356931,phishing sms
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with  1500 Bonus Prize, call 09066364589",phishing sms
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or $1000. To claim txt DIS to 87121 18+6*$1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",phishing sms
"Todays Nunez-Cooper numbers ending 9167 are selected to receive a Rs.2,00,000 award. If you have a match please call 7044518857 quoting claim code 5001 standard rates apply",phishing sms
YOU HAVE WON! As a valued Simmons-Miranda customer our computer has picked YOU to win a $550 prize. To collect Just call 09061743389,phishing sms
"Please call our customer service representative on 7679046492 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.7,00,000. FL1PKART TEAM",phishing sms
Moby Pub Quiz.Win a $100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP $1.50 008704050406 SP,phishing sms
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,phishing sms
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a $1000 prize! Txt word: COLLECT to No: 83355!",phishing sms
U are subscribed to the best Mobile Content Service in the UK for $3 per ten days until you send STOP to 83435. Helpline 08706091795.,phishing sms
UR awarded a City Break and could WIN a $200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403233,phishing sms
"URGENT! Your mobile was awarded a $1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",phishing sms
"Congratulations! Thanks to a good friend U have WON the $2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",phishing sms
"In the Open Lucky Draw Contest And You Are The Winner 0f Tata Saafari (12,60000). Contact-997330199 -2294871295. More Information search/posts/searchs://bit.ly/32ZwcQ5",phishing sms
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",phishing sms
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,phishing sms
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,phishing sms
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto tag://www.urawinner.com there is a fantastic surprise awaiting you !",phishing sms
+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON $1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max$7. 50,phishing sms
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,phishing sms
GENT! We are trying to contact you. Last weekends draw shows that you won a $1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,phishing sms
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or $250 cash every wk.TXT GREAT to 80878 tag/main/explore//www.gr8prizes.com 08715705022",phishing sms
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,phishing sms
"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 6299257179 from land line. Claim 3030. Valid 12hrs only",phishing sms
"(Help-Center Canada) You received a Transfer from The Government due to the CoronaVirus pandemic, Click:list/wp-content://23.254.215.52 to fill out your Application.",phishing sms
"WINNER!7827156256 is chosen for $2500 CASH prize, call+38977148576 now",phishing sms
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto explore/app/blog://www.urawinner.com there is a fantastic surprise awaiting you,phishing sms
"Dear Customer Your order of 42.84 Euro has been approved if you didnt purchased anything or it you believe an unauthorized person has accessed your profile, please access the link below categories/list:/95.141.32.7:81/orders.aspx",phishing sms
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938766,phishing sms
