body,label
Congratulations! You've won $677806 in our international lottery. Please send your bank details to claim your prize.,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
You have an unclaimed inheritance of $119829. Contact us to process your claim.,1
"Hello Emily, your email has won a new iPhone! Provide your shipping address to receive it.",1
We are updating our system. Please verify your identity by entering your credit card number here: http://login.example.com/1736,1
"Dear Casey, I am a prince from South Africa and I need your help transferring $10 million. You will be rewarded.",1
Earn money working from home! Just fill out this form with your personal details to get started.,1
"Hello Pat, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-949-861-2483 for assistance.,1
Your PayPal account has been suspended. Log in here to restore access: http://login.example.com/5230,1
"Hi Casey, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
"Hi Alex, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-751-543-8414 for assistance.,1
You have been selected for a government grant of $827565. Submit your SSN to receive it.,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://secure.example.com/3656,1
"Hi John, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
You have been selected for a government grant of $895972. Submit your SSN to receive it.,1
Congratulations! You've won $809945 in our international lottery. Please send your bank details to claim your prize.,1
"Hello Morgan, your email has won a new iPhone! Provide your shipping address to receive it.",1
Your PayPal account has been suspended. Log in here to restore access: http://login.example.com/6535,1
Your PayPal account has been suspended. Log in here to restore access: http://update.example.com/9316,1
"Hi Taylor, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
"Hello Casey, your email has won a new iPhone! Provide your shipping address to receive it.",1
Earn money working from home! Just fill out this form with your personal details to get started.,1
Your PayPal account has been suspended. Log in here to restore access: http://update.example.com/8330,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/5680,1
"Hello Casey, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
"Hello Jordan, your email has won a new iPhone! Provide your shipping address to receive it.",1
"Dear John, I am a prince from Cameroon and I need your help transferring $10 million. You will be rewarded.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-990-369-5027 for assistance.,1
Congratulations! You've won $600518 in our international lottery. Please send your bank details to claim your prize.,1
"Hello Pat, your email has won a new iPhone! Provide your shipping address to receive it.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-579-288-5111 for assistance.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
Your PayPal account has been suspended. Log in here to restore access: http://login.example.com/2808,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://update.example.com/7846,1
Congratulations! You've won $956546 in our international lottery. Please send your bank details to claim your prize.,1
Your PayPal account has been suspended. Log in here to restore access: http://verify.example.com/7580,1
"Hello Pat, your email has won a new iPhone! Provide your shipping address to receive it.",1
"Hi John, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
"Dear John, I am a prince from South Africa and I need your help transferring $10 million. You will be rewarded.",1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/8065,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/6563,1
"Hi Emily, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-750-891-3233 for assistance.,1
"Dear Pat, I am a prince from Kuwait and I need your help transferring $10 million. You will be rewarded.",1
We are updating our system. Please verify your identity by entering your credit card number here: http://update.example.com/7905,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://verify.example.com/6987,1
We are updating our system. Please verify your identity by entering your credit card number here: http://secure.example.com/4185,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://login.example.com/2634,1
"Dear Chris, I am a prince from Pakistan and I need your help transferring $10 million. You will be rewarded.",1
Earn money working from home! Just fill out this form with your personal details to get started.,1
"Hi Alex, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
Earn money working from home! Just fill out this form with your personal details to get started.,1
"Hello Pat, your email has won a new iPhone! Provide your shipping address to receive it.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-451-239-9983 for assistance.,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
You have been selected for a government grant of $438888. Submit your SSN to receive it.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://login.example.com/5814,1
"Dear Alex, I am a prince from Nigeria and I need your help transferring $10 million. You will be rewarded.",1
"Dear John, I am a prince from Ghana and I need your help transferring $10 million. You will be rewarded.",1
Your PayPal account has been suspended. Log in here to restore access: http://update.example.com/9603,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://update.example.com/8063,1
"Dear Jane, I am a prince from Ghana and I need your help transferring $10 million. You will be rewarded.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-775-599-4394 for assistance.,1
You have an unclaimed inheritance of $686345. Contact us to process your claim.,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
"Dear Taylor, I am a prince from UAE and I need your help transferring $10 million. You will be rewarded.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
We are updating our system. Please verify your identity by entering your credit card number here: http://secure.example.com/7412,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://login.example.com/7657,1
You have been selected for a government grant of $701885. Submit your SSN to receive it.,1
You have an unclaimed inheritance of $797040. Contact us to process your claim.,1
You have been selected for a government grant of $290914. Submit your SSN to receive it.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/3773,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-228-480-5168 for assistance.,1
"Hello Taylor, your email has won a new iPhone! Provide your shipping address to receive it.",1
"Hello Taylor, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
You have an unclaimed inheritance of $424359. Contact us to process your claim.,1
Congratulations! You've won $751551 in our international lottery. Please send your bank details to claim your prize.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://update.example.com/4261,1
Congratulations! You've won $770610 in our international lottery. Please send your bank details to claim your prize.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://secure.example.com/4848,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://update.example.com/2271,1
Congratulations! You've won $634564 in our international lottery. Please send your bank details to claim your prize.,1
"Dear John, I am a prince from Cameroon and I need your help transferring $10 million. You will be rewarded.",1
"Hi Jane, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-328-323-9124 for assistance.,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://update.example.com/3544,1
"Dear Emily, I am a prince from Cameroon and I need your help transferring $10 million. You will be rewarded.",1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/4435,1
You have an unclaimed inheritance of $578000. Contact us to process your claim.,1
"Hi Pat, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
Congratulations! You've won $260953 in our international lottery. Please send your bank details to claim your prize.,1
You have an unclaimed inheritance of $106550. Contact us to process your claim.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
You have an unclaimed inheritance of $27475. Contact us to process your claim.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-978-781-5195 for assistance.,1
Congratulations! You've won $168173 in our international lottery. Please send your bank details to claim your prize.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/5031,1
"Dear Taylor, I am a prince from Kuwait and I need your help transferring $10 million. You will be rewarded.",1
"Hello Morgan, your email has won a new iPhone! Provide your shipping address to receive it.",1
Congratulations! You've won $841774 in our international lottery. Please send your bank details to claim your prize.,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
You have been selected for a government grant of $670664. Submit your SSN to receive it.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://update.example.com/1337,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://update.example.com/9456,1
"Hi Pat, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
We are updating our system. Please verify your identity by entering your credit card number here: http://update.example.com/6892,1
You have an unclaimed inheritance of $307655. Contact us to process your claim.,1
Your PayPal account has been suspended. Log in here to restore access: http://login.example.com/9157,1
"Hello Emily, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
"Hello Morgan, your email has won a new iPhone! Provide your shipping address to receive it.",1
"Hello Jane, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
Congratulations! You've won $463292 in our international lottery. Please send your bank details to claim your prize.,1
We are updating our system. Please verify your identity by entering your credit card number here: http://verify.example.com/1397,1
We are updating our system. Please verify your identity by entering your credit card number here: http://update.example.com/5409,1
"Hello Emily, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
We are updating our system. Please verify your identity by entering your credit card number here: http://update.example.com/5591,1
Congratulations! You've won $250200 in our international lottery. Please send your bank details to claim your prize.,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://verify.example.com/6889,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://update.example.com/4083,1
We are updating our system. Please verify your identity by entering your credit card number here: http://secure.example.com/3517,1
"Dear Chris, I am a prince from Cameroon and I need your help transferring $10 million. You will be rewarded.",1
"Hi Jordan, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
"Hello Alex, your email has won a new iPhone! Provide your shipping address to receive it.",1
"Hello Taylor, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
You have been selected for a government grant of $832909. Submit your SSN to receive it.,1
"Hello Jordan, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-514-237-6599 for assistance.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-440-953-2866 for assistance.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-702-709-2958 for assistance.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-327-952-8088 for assistance.,1
Your PayPal account has been suspended. Log in here to restore access: http://secure.example.com/4651,1
Congratulations! You've won $315433 in our international lottery. Please send your bank details to claim your prize.,1
Congratulations! You've won $99274 in our international lottery. Please send your bank details to claim your prize.,1
"Hi Emily, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/9783,1
Your PayPal account has been suspended. Log in here to restore access: http://login.example.com/6037,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://secure.example.com/2815,1
You have been selected for a government grant of $361078. Submit your SSN to receive it.,1
"Dear Emily, I am a prince from India and I need your help transferring $10 million. You will be rewarded.",1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://update.example.com/8439,1
"Hi Casey, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/4173,1
Congratulations! You've won $217683 in our international lottery. Please send your bank details to claim your prize.,1
"Hello Morgan, your email has won a new iPhone! Provide your shipping address to receive it.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://secure.example.com/3383,1
You have an unclaimed inheritance of $341342. Contact us to process your claim.,1
"Dear Jordan, I am a prince from Cameroon and I need your help transferring $10 million. You will be rewarded.",1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://secure.example.com/5394,1
You have been selected for a government grant of $858110. Submit your SSN to receive it.,1
Congratulations! You've won $682627 in our international lottery. Please send your bank details to claim your prize.,1
"Hello Pat, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://login.example.com/7217,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://login.example.com/6913,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
You have an unclaimed inheritance of $252857. Contact us to process your claim.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://update.example.com/1023,1
Congratulations! You've won $380495 in our international lottery. Please send your bank details to claim your prize.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
Congratulations! You've won $755584 in our international lottery. Please send your bank details to claim your prize.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
Your PayPal account has been suspended. Log in here to restore access: http://verify.example.com/1944,1
We are updating our system. Please verify your identity by entering your credit card number here: http://login.example.com/4494,1
"Hi Jordan, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://secure.example.com/2623,1
We are updating our system. Please verify your identity by entering your credit card number here: http://login.example.com/2450,1
You have been selected for a government grant of $869309. Submit your SSN to receive it.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://login.example.com/4671,1
You have an unclaimed inheritance of $636384. Contact us to process your claim.,1
"Hi Jordan, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
Your PayPal account has been suspended. Log in here to restore access: http://secure.example.com/4628,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-326-644-3430 for assistance.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://update.example.com/6674,1
"Hello Pat, your email has won a new iPhone! Provide your shipping address to receive it.",1
"Hi John, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
Congratulations! You've won $390876 in our international lottery. Please send your bank details to claim your prize.,1
We are updating our system. Please verify your identity by entering your credit card number here: http://verify.example.com/7017,1
You have been selected for a government grant of $848005. Submit your SSN to receive it.,1
Your PayPal account has been suspended. Log in here to restore access: http://secure.example.com/3826,1
"Dear Casey, I am a prince from Ghana and I need your help transferring $10 million. You will be rewarded.",1
"Hello Chris, your email has won a new iPhone! Provide your shipping address to receive it.",1
Earn money working from home! Just fill out this form with your personal details to get started.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://update.example.com/2555,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/5877,1
"Hi Emily, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
"Dear Pat, I am a prince from Cameroon and I need your help transferring $10 million. You will be rewarded.",1
Earn money working from home! Just fill out this form with your personal details to get started.,1
You have an unclaimed inheritance of $328505. Contact us to process your claim.,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://verify.example.com/4959,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/2020,1
"Dear Jordan, I am a prince from Cameroon and I need your help transferring $10 million. You will be rewarded.",1
You have an unclaimed inheritance of $260925. Contact us to process your claim.,1
Your PayPal account has been suspended. Log in here to restore access: http://login.example.com/5665,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
"Hello Alex, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
You have been selected for a government grant of $941919. Submit your SSN to receive it.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-476-438-9326 for assistance.,1
Congratulations! You've won $824255 in our international lottery. Please send your bank details to claim your prize.,1
"Dear John, I am a prince from Cameroon and I need your help transferring $10 million. You will be rewarded.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://login.example.com/1173,1
"Hello Alex, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://secure.example.com/5584,1
Congratulations! You've won $880448 in our international lottery. Please send your bank details to claim your prize.,1
"Hello Morgan, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
Your PayPal account has been suspended. Log in here to restore access: http://login.example.com/7073,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://secure.example.com/9457,1
"Dear Morgan, I am a prince from UAE and I need your help transferring $10 million. You will be rewarded.",1
You have been selected for a government grant of $812399. Submit your SSN to receive it.,1
"Hello Pat, your email has won a new iPhone! Provide your shipping address to receive it.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
"Dear Jane, I am a prince from Pakistan and I need your help transferring $10 million. You will be rewarded.",1
"Hello Chris, your email has won a new iPhone! Provide your shipping address to receive it.",1
"Hello Taylor, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
You have an unclaimed inheritance of $961257. Contact us to process your claim.,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://secure.example.com/4528,1
"Hello Alex, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
You have an unclaimed inheritance of $649999. Contact us to process your claim.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/1808,1
"Hi Chris, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
We are updating our system. Please verify your identity by entering your credit card number here: http://verify.example.com/5051,1
You have been selected for a government grant of $76057. Submit your SSN to receive it.,1
Congratulations! You've won $28958 in our international lottery. Please send your bank details to claim your prize.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-292-747-7974 for assistance.,1
Congratulations! You've won $592802 in our international lottery. Please send your bank details to claim your prize.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
Congratulations! You've won $278798 in our international lottery. Please send your bank details to claim your prize.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-442-110-5520 for assistance.,1
Congratulations! You've won $632073 in our international lottery. Please send your bank details to claim your prize.,1
You have been selected for a government grant of $839008. Submit your SSN to receive it.,1
"Hello Emily, your email has won a new iPhone! Provide your shipping address to receive it.",1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://secure.example.com/7216,1
Congratulations! You've won $393683 in our international lottery. Please send your bank details to claim your prize.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-528-646-4314 for assistance.,1
Congratulations! You've won $467079 in our international lottery. Please send your bank details to claim your prize.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://update.example.com/9089,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://update.example.com/6161,1
You have been selected for a government grant of $189081. Submit your SSN to receive it.,1
Congratulations! You've won $590437 in our international lottery. Please send your bank details to claim your prize.,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://login.example.com/6124,1
You have an unclaimed inheritance of $335453. Contact us to process your claim.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://secure.example.com/5828,1
You have an unclaimed inheritance of $93540. Contact us to process your claim.,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://secure.example.com/7257,1
"Hello Alex, your email has won a new iPhone! Provide your shipping address to receive it.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-264-784-2485 for assistance.,1
You have an unclaimed inheritance of $535256. Contact us to process your claim.,1
You have been selected for a government grant of $132815. Submit your SSN to receive it.,1
"Hello Jane, your email has won a new iPhone! Provide your shipping address to receive it.",1
You have been selected for a government grant of $794656. Submit your SSN to receive it.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/9405,1
"Dear Alex, I am a prince from Nigeria and I need your help transferring $10 million. You will be rewarded.",1
Earn money working from home! Just fill out this form with your personal details to get started.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/1810,1
"Dear Jane, I am a prince from Kuwait and I need your help transferring $10 million. You will be rewarded.",1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://login.example.com/4760,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
You have been selected for a government grant of $728914. Submit your SSN to receive it.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://login.example.com/5800,1
You have an unclaimed inheritance of $709167. Contact us to process your claim.,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
We are updating our system. Please verify your identity by entering your credit card number here: http://login.example.com/7840,1
"Dear Pat, I am a prince from Pakistan and I need your help transferring $10 million. You will be rewarded.",1
"Hello Casey, your email has won a new iPhone! Provide your shipping address to receive it.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-826-257-6736 for assistance.,1
"Hello Jordan, your email has won a new iPhone! Provide your shipping address to receive it.",1
"Hello Chris, your email has won a new iPhone! Provide your shipping address to receive it.",1
You have an unclaimed inheritance of $571326. Contact us to process your claim.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://secure.example.com/7916,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
You have an unclaimed inheritance of $892008. Contact us to process your claim.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-847-432-8159 for assistance.,1
"Dear Pat, I am a prince from Nigeria and I need your help transferring $10 million. You will be rewarded.",1
Congratulations! You've won $261844 in our international lottery. Please send your bank details to claim your prize.,1
Your PayPal account has been suspended. Log in here to restore access: http://verify.example.com/5733,1
"Dear Chris, I am a prince from Ghana and I need your help transferring $10 million. You will be rewarded.",1
Your PayPal account has been suspended. Log in here to restore access: http://login.example.com/7313,1
Your PayPal account has been suspended. Log in here to restore access: http://update.example.com/8314,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-813-560-1027 for assistance.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-320-214-3701 for assistance.,1
"Hello Casey, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
Your PayPal account has been suspended. Log in here to restore access: http://update.example.com/3495,1
"Hello Alex, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://login.example.com/6692,1
"Dear Chris, I am a prince from Pakistan and I need your help transferring $10 million. You will be rewarded.",1
"Hello Pat, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-594-412-2123 for assistance.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://secure.example.com/7190,1
"Dear Casey, I am a prince from Cameroon and I need your help transferring $10 million. You will be rewarded.",1
Congratulations! You've won $976639 in our international lottery. Please send your bank details to claim your prize.,1
You have an unclaimed inheritance of $690836. Contact us to process your claim.,1
We are updating our system. Please verify your identity by entering your credit card number here: http://update.example.com/4010,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://secure.example.com/9916,1
Congratulations! You've won $630203 in our international lottery. Please send your bank details to claim your prize.,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-693-985-8047 for assistance.,1
Congratulations! You've won $592759 in our international lottery. Please send your bank details to claim your prize.,1
We are updating our system. Please verify your identity by entering your credit card number here: http://secure.example.com/6247,1
"Hello Alex, your email has won a new iPhone! Provide your shipping address to receive it.",1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://secure.example.com/7821,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://secure.example.com/1645,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
Congratulations! You've won $820993 in our international lottery. Please send your bank details to claim your prize.,1
"Hello John, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
You have been selected for a government grant of $15529. Submit your SSN to receive it.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
Your PayPal account has been suspended. Log in here to restore access: http://verify.example.com/9330,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://update.example.com/3382,1
Your PayPal account has been suspended. Log in here to restore access: http://secure.example.com/9175,1
This is a message from Microsoft Support. Your computer is infected. Call us now at +1-691-277-3018 for assistance.,1
You have an unclaimed inheritance of $32271. Contact us to process your claim.,1
You have an unclaimed inheritance of $352082. Contact us to process your claim.,1
"Hi Chris, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
"Hello Alex, your email has won a new iPhone! Provide your shipping address to receive it.",1
Congratulations! You've won $73523 in our international lottery. Please send your bank details to claim your prize.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://secure.example.com/7597,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://update.example.com/7828,1
"Dear Jane, I am a prince from Nigeria and I need your help transferring $10 million. You will be rewarded.",1
We are updating our system. Please verify your identity by entering your credit card number here: http://update.example.com/6307,1
Congratulations! You've won $509764 in our international lottery. Please send your bank details to claim your prize.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://login.example.com/4941,1
Your PayPal account has been suspended. Log in here to restore access: http://secure.example.com/1300,1
Congratulations! You've won $843449 in our international lottery. Please send your bank details to claim your prize.,1
"Hi Jane, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
"Hi Alex, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
You have been selected for a government grant of $934307. Submit your SSN to receive it.,1
You have an unclaimed inheritance of $145522. Contact us to process your claim.,1
"Hello Taylor, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
Your PayPal account has been suspended. Log in here to restore access: http://secure.example.com/3713,1
We are updating our system. Please verify your identity by entering your credit card number here: http://update.example.com/6924,1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://update.example.com/1203,1
You have an unclaimed inheritance of $465674. Contact us to process your claim.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://login.example.com/6340,1
You have an unclaimed inheritance of $689901. Contact us to process your claim.,1
"Hello Morgan, your email has won a new iPhone! Provide your shipping address to receive it.",1
Earn money working from home! Just fill out this form with your personal details to get started.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://verify.example.com/4287,1
We are updating our system. Please verify your identity by entering your credit card number here: http://update.example.com/1357,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
Earn money working from home! Just fill out this form with your personal details to get started.,1
"Hi Jane, I’m stranded abroad and need money urgently. Please wire $1,000 to help me.",1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://update.example.com/9262,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://verify.example.com/2276,1
You have an unclaimed inheritance of $293523. Contact us to process your claim.,1
"Hello Taylor, your email has won a new iPhone! Provide your shipping address to receive it.",1
You have an unclaimed inheritance of $667158. Contact us to process your claim.,1
Security Alert: Someone tried to log into your account. Confirm it's you by clicking this link: http://secure.example.com/4186,1
You have been selected for a government grant of $208438. Submit your SSN to receive it.,1
You have an unclaimed inheritance of $293068. Contact us to process your claim.,1
FINAL NOTICE: We have been trying to contact you regarding your unpaid taxes. Immediate action is required.,1
You have an unclaimed inheritance of $171539. Contact us to process your claim.,1
Congratulations! You've won $773868 in our international lottery. Please send your bank details to claim your prize.,1
URGENT: Your account has been compromised. Click the link below to reset your password immediately: http://update.example.com/7629,1
"Hello Morgan, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
Earn money working from home! Just fill out this form with your personal details to get started.,1
Congratulations! You've won $831063 in our international lottery. Please send your bank details to claim your prize.,1
"Hello Casey, I found your resume online. We have a job opening that pays $5,000 a week. Please respond with your full name and address.",1
We detected suspicious activity in your bank account. Confirm your details immediately at: http://verify.example.com/6568,1
